Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,
FDY55,16.75,Low Fat,0.08,Fruits and Vegetables,257,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDU48,18.85,Low Fat,0.06,Baking Goods,131,OUT013,1987,High,Tier 3,Supermarket Type1,
FDN25,7.895,Regular,0.06,Breakfast,55,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDP20,19.85,Low Fat,0.05,Fruits and Vegetables,127,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDJ15,11.35,Regular,0.02,Dairy,185,OUT013,1987,High,Tier 3,Supermarket Type1,
FDD04,16,Low Fat,0.09,Dairy,140,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDY58,11.65,Low Fat,0.04,Snack Foods,230,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDR37,16.5,Regular,0.07,Breakfast,183,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDF44,7.17,Regular,0.06,Fruits and Vegetables,130,OUT013,1987,High,Tier 3,Supermarket Type1,
FDD32,17.7,Regular,0.04,Fruits and Vegetables,83,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDR57,5.675,Regular,0.02,Snack Foods,156,OUT017,2007,NA,Tier 2,Supermarket Type1,
DRG39,NA,Low Fat,0.04,Dairy,54,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDX15,17.2,Low Fat,0.16,Meat,159,OUT017,2007,NA,Tier 2,Supermarket Type1,
DRN37,9.6,Low Fat,0.10,Soft Drinks,166,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDW40,NA,Regular,0.00,Frozen Foods,142,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDB32,20.6,Low Fat,0.02,Fruits and Vegetables,94,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDM40,10.195,Low Fat,0.16,Frozen Foods,143,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDE39,NA,Low Fat,0.04,Dairy,121,OUT027,1985,Medium,Tier 3,Supermarket Type3,
DRH49,19.7,Low Fat,0.02,Soft Drinks,82,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDT46,11.35,Low Fat,0.03,Snack Foods,50,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCF06,6.235,Low Fat,0.02,Household,258,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDP07,18.2,Low Fat,0.09,Fruits and Vegetables,196,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDC04,15.6,Low Fat,0.04,Dairy,240,OUT013,1987,High,Tier 3,Supermarket Type1,
FDZ32,7.785,Regular,0.04,Fruits and Vegetables,103,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDD50,18.85,Low Fat,0.14,Canned,170,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDU56,16.85,Low Fat,0.04,Fruits and Vegetables,185,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDV34,10.695,Regular,0.01,Snack Foods,72,OUT017,2007,NA,Tier 2,Supermarket Type1,
NCY41,16.75,Low Fat,0.08,Health and Hygiene,37,OUT013,1987,High,Tier 3,Supermarket Type1,
NCK18,9.6,Low Fat,0.01,Household,166,OUT046,1997,Small,Tier 1,Supermarket Type1,
DRH25,18.7,Low Fat,0.01,Soft Drinks,52,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDT57,15.2,Low Fat,0.02,Snack Foods,238,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDV56,16.1,Regular,0.01,Fruits and Vegetables,107,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDV12,16.7,Regular,0.06,Baking Goods,97,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDN52,9.395,Regular,0.13,Frozen Foods,89,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDX38,10.5,Regular,0.05,Dairy,48,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDE47,14.15,Low Fat,0.04,Starchy Foods,123,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCO07,9.06,Low Fat,0.01,Others,211,OUT013,1987,High,Tier 3,Supermarket Type1,
FDV09,NA,Low Fat,0.02,Snack Foods,150,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDZ23,NA,Regular,0.12,Baking Goods,185,OUT019,1985,Small,Tier 1,Grocery Store,
DRH51,17.6,Low Fat,0.10,Dairy,88,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCY54,8.43,Low Fat,0.18,Household,172,OUT045,2002,NA,Tier 2,Supermarket Type1,
DRG49,7.81,Low Fat,0.07,Soft Drinks,246,OUT013,1987,High,Tier 3,Supermarket Type1,
NCC19,6.57,Low Fat,0.10,Household,193,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCV53,8.27,Low Fat,0.02,Health and Hygiene,241,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDZ47,NA,Regular,0.00,Baking Goods,101,OUT019,1985,Small,Tier 1,Grocery Store,
NCO26,7.235,Low Fat,0.08,Household,114,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCP02,7.105,Low Fat,0.04,Household,61,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCW30,5.21,Low Fat,0.01,Household,260,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCN55,14.6,Low Fat,0.06,Others,241,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDB20,7.72,Low Fat,0.09,Fruits and Vegetables,76,OUT010,1998,NA,Tier 3,Grocery Store,
DRL11,10.5,Low Fat,0.05,Hard Drinks,157,OUT013,1987,High,Tier 3,Supermarket Type1,
DRD60,15.7,Low Fat,0.04,Soft Drinks,182,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDW14,8.3,Regular,0.00,Dairy,88,OUT010,1998,NA,Tier 3,Grocery Store,
FDL27,6.17,Low Fat,0.02,Meat,66,OUT010,1998,NA,Tier 3,Grocery Store,
FDU09,7.71,Regular,0.07,Snack Foods,55,OUT018,2009,Medium,Tier 3,Supermarket Type2,
DRH36,NA,Low Fat,0.03,Soft Drinks,75,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDP34,NA,Low Fat,0.14,Snack Foods,156,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDE04,19.75,Regular,0.02,Frozen Foods,178,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDZ57,NA,Regular,0.04,Snack Foods,130,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDF02,16.2,Low Fat,0.17,Canned,104,OUT010,1998,NA,Tier 3,Grocery Store,
FDG28,9.285,Regular,0.05,Frozen Foods,245,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCI31,20,Low Fat,0.00,Others,35,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDT43,16.35,Low Fat,0.02,Fruits and Vegetables,51,OUT013,1987,High,Tier 3,Supermarket Type1,
FDU20,19.35,Regular,0.02,Fruits and Vegetables,121,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDD53,16.2,Low Fat,0.00,Frozen Foods,43,OUT013,1987,High,Tier 3,Supermarket Type1,
FDW15,15.35,Regular,0.06,Meat,149,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCT53,5.4,Low Fat,0.05,Health and Hygiene,163,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCG55,NA,Low Fat,0.04,Household,115,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDD48,10.395,Low Fat,0.03,Baking Goods,115,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDG47,12.8,Low Fat,0.07,Starchy Foods,264,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDI21,5.59,Regular,0.06,Snack Foods,63,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDT27,11.395,Regular,0.07,Meat,234,OUT017,2007,NA,Tier 2,Supermarket Type1,
DRO35,13.85,Low Fat,0.03,Hard Drinks,117,OUT013,1987,High,Tier 3,Supermarket Type1,
FDD33,12.85,Low Fat,0.00,Fruits and Vegetables,233,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDC04,15.6,Low Fat,0.04,Dairy,243,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDY34,10.5,Regular,0.01,Snack Foods,164,OUT013,1987,High,Tier 3,Supermarket Type1,
DRJ49,6.865,Low Fat,0.01,Soft Drinks,128,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDE05,10.895,Regular,0.03,Frozen Foods,144,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDU31,10.5,Regular,0.03,Fruits and Vegetables,219,OUT017,2007,NA,Tier 2,Supermarket Type1,
NCN19,NA,Low Fat,0.01,Others,188,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDK56,NA,Low Fat,0.13,Fruits and Vegetables,185,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDK58,11.35,Regular,0.05,Snack Foods,103,OUT017,2007,NA,Tier 2,Supermarket Type1,
NCJ42,19.75,Low Fat,0.01,Household,103,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDZ34,NA,Low Fat,0.08,Starchy Foods,192,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDA52,16.2,Regular,0.00,Frozen Foods,176,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCR29,7.565,Low Fat,0.05,Health and Hygiene,56,OUT013,1987,High,Tier 3,Supermarket Type1,
FDT48,4.92,Low Fat,0.00,Baking Goods,200,OUT035,2004,Small,Tier 2,Supermarket Type1,
DRJ51,NA,Low Fat,0.15,Dairy,229,OUT019,1985,Small,Tier 1,Grocery Store,
NCS54,13.6,Low Fat,0.01,Household,178,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDV01,19.2,Regular,0.08,Canned,155,OUT035,2004,Small,Tier 2,Supermarket Type1,
DRG51,NA,Low Fat,0.01,Dairy,163,OUT027,1985,Medium,Tier 3,Supermarket Type3,
NCG42,19.2,Low Fat,0.04,Household,132,OUT013,1987,High,Tier 3,Supermarket Type1,
FDA51,8.05,Regular,0.16,Dairy,116,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDV19,14.85,Regular,0.06,Fruits and Vegetables,160,OUT010,1998,NA,Tier 3,Grocery Store,
NCT18,14.6,Low Fat,0.06,Household,182,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCS41,12.85,Low Fat,0.05,Health and Hygiene,185,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDO03,10.395,Regular,0.04,Meat,228,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDL12,15.85,Regular,0.20,Baking Goods,62,OUT010,1998,NA,Tier 3,Grocery Store,
FDY37,17,Regular,0.04,Canned,144,OUT010,1998,NA,Tier 3,Grocery Store,
FDI58,7.64,Regular,0.07,Snack Foods,92,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDT28,13.3,Low Fat,0.06,Frozen Foods,149,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCC42,15,Low Fat,0.08,Health and Hygiene,139,OUT010,1998,NA,Tier 3,Grocery Store,
FDO01,21.1,Regular,0.02,Breakfast,130,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDJ02,17.2,Regular,0.03,Canned,147,OUT013,1987,High,Tier 3,Supermarket Type1,
FDQ04,6.4,Low Fat,0.09,Frozen Foods,42,OUT018,2009,Medium,Tier 3,Supermarket Type2,
DRL47,19.7,Low Fat,0.04,Hard Drinks,126,OUT013,1987,High,Tier 3,Supermarket Type1,
FDZ32,7.785,Regular,0.04,Fruits and Vegetables,107,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDC35,7.435,Low Fat,0.12,Starchy Foods,208,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDX14,13.1,Low Fat,0.08,Dairy,73,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDZ35,9.6,Regular,0.02,Breads,104,OUT013,1987,High,Tier 3,Supermarket Type1,
FDL14,8.115,Regular,0.03,Canned,155,OUT013,1987,High,Tier 3,Supermarket Type1,
FDO04,16.6,Low Fat,0.03,Frozen Foods,55,OUT049,1999,Medium,Tier 1,Supermarket Type1,
DRK11,8.21,low fat,0.01,Hard Drinks,150,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDB44,6.655,Low Fat,0.02,Fruits and Vegetables,211,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDZ50,12.8,Regular,0.08,Dairy,185,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDI12,NA,Regular,0.10,Baking Goods,89,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDU43,19.35,Regular,0.06,Fruits and Vegetables,237,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDD58,7.76,Low Fat,0.10,Snack Foods,98,OUT010,1998,NA,Tier 3,Grocery Store,
FDB27,7.575,Low Fat,0.06,Dairy,195,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDB04,11.35,Regular,0.06,Dairy,86,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCO17,10,Low Fat,0.00,Health and Hygiene,119,OUT013,1987,High,Tier 3,Supermarket Type1,
FDL12,15.85,Regular,0.12,Baking Goods,58,OUT017,2007,NA,Tier 2,Supermarket Type1,
DRJ13,12.65,Low Fat,0.06,Soft Drinks,161,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDD57,18.1,Low Fat,0.02,Fruits and Vegetables,97,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDW19,12.35,Regular,0.04,Fruits and Vegetables,111,OUT035,2004,Small,Tier 2,Supermarket Type1,
DRD27,18.75,Low Fat,0.02,Dairy,100,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDH27,NA,Low Fat,0.06,Dairy,145,OUT027,1985,Medium,Tier 3,Supermarket Type3,
NCW30,NA,Low Fat,0.01,Household,260,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDR40,9.1,Regular,0.01,Frozen Foods,80,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDG05,11,Regular,0.09,Frozen Foods,157,OUT013,1987,High,Tier 3,Supermarket Type1,
NCY41,NA,Low Fat,0.13,Health and Hygiene,35,OUT019,1985,Small,Tier 1,Grocery Store,
FDI38,13.35,Regular,0.01,Canned,206,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDR20,20,Regular,0.03,Fruits and Vegetables,43,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDE09,8.775,Low Fat,0.02,Fruits and Vegetables,109,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDN50,NA,Regular,0.05,Canned,95,OUT019,1985,Small,Tier 1,Grocery Store,
DRF27,8.93,Low Fat,0.03,Dairy,152,OUT045,2002,NA,Tier 2,Supermarket Type1,
DRF51,15.75,Low Fat,0.17,Dairy,38,OUT013,1987,High,Tier 3,Supermarket Type1,
NCO02,NA,Low Fat,0.13,Others,68,OUT019,1985,Small,Tier 1,Grocery Store,
FDB51,NA,Low Fat,0.04,Dairy,62,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDJ50,8.645,Low Fat,0.02,Canned,53,OUT013,1987,High,Tier 3,Supermarket Type1,
FDN52,9.395,Regular,0.13,Frozen Foods,85,OUT013,1987,High,Tier 3,Supermarket Type1,
FDX14,13.1,Low Fat,0.07,Dairy,77,OUT013,1987,High,Tier 3,Supermarket Type1,
FDT27,NA,Regular,0.12,Meat,236,OUT019,1985,Small,Tier 1,Grocery Store,
FDV10,7.645,Regular,0.07,Snack Foods,41,OUT013,1987,High,Tier 3,Supermarket Type1,
FDU33,7.63,Regular,0.13,Snack Foods,45,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDU58,6.61,Regular,0.03,Snack Foods,186,OUT046,1997,Small,Tier 1,Supermarket Type1,
NCP42,NA,Low Fat,0.02,Household,195,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDL51,NA,Regular,0.05,Dairy,214,OUT027,1985,Medium,Tier 3,Supermarket Type3,
DRH15,NA,Low Fat,0.11,Dairy,45,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDU16,19.25,Regular,0.06,Frozen Foods,86,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDW15,15.35,Regular,0.06,Meat,149,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDQ44,20.5,Low Fat,0.04,Fruits and Vegetables,122,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCI06,NA,Low Fat,0.05,Household,180,OUT027,1985,Medium,Tier 3,Supermarket Type3,
DRK23,NA,Low Fat,0.13,Hard Drinks,253,OUT019,1985,Small,Tier 1,Grocery Store,
FDC28,7.905,Low Fat,0.05,Frozen Foods,110,OUT035,2004,Small,Tier 2,Supermarket Type1,
NCY17,NA,Low Fat,0.00,Health and Hygiene,43,OUT019,1985,Small,Tier 1,Grocery Store,
NCV05,10.1,Low Fat,0.03,Health and Hygiene,154,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDM34,NA,Low Fat,0.12,Snack Foods,133,OUT019,1985,Small,Tier 1,Grocery Store,
DRD60,NA,Low Fat,0.04,Soft Drinks,183,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDT38,18.7,Low Fat,0.06,Dairy,86,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDQ57,7.275,Low Fat,0.03,Snack Foods,145,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDE59,NA,Low Fat,0.06,Starchy Foods,36,OUT027,1985,Medium,Tier 3,Supermarket Type3,
NCM43,14.5,Low Fat,0.02,Others,164,OUT046,1997,Small,Tier 1,Supermarket Type1,
DRI51,17.25,Low Fat,0.04,Dairy,171,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCG30,20.2,Low Fat,0.11,Household,125,OUT017,2007,NA,Tier 2,Supermarket Type1,
NCK54,12.15,Low Fat,0.03,Household,115,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDQ16,NA,Low Fat,0.07,Frozen Foods,110,OUT019,1985,Small,Tier 1,Grocery Store,
FDI36,12.5,Regular,0.06,Baking Goods,197,OUT013,1987,High,Tier 3,Supermarket Type1,
FDX16,NA,Low Fat,0.07,Frozen Foods,149,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDA34,11.5,Low Fat,0.01,Starchy Foods,174,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDJ48,11.3,Low Fat,0.06,Baking Goods,248,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDU47,12.8,Regular,0.11,Breads,138,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDS39,6.895,Low Fat,0.02,Meat,143,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDD11,12.85,Low Fat,0.03,Starchy Foods,252,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDM16,NA,Regular,0.03,Frozen Foods,74,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDU56,16.85,Low Fat,0.04,Fruits and Vegetables,183,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDQ32,17.85,Regular,0.05,Fruits and Vegetables,122,OUT017,2007,NA,Tier 2,Supermarket Type1,
DRK35,8.365,Low Fat,0.07,Hard Drinks,39,OUT013,1987,High,Tier 3,Supermarket Type1,
FDA58,9.395,Low Fat,0.10,Snack Foods,234,OUT049,1999,Medium,Tier 1,Supermarket Type1,
DRG48,NA,Low Fat,0.03,Soft Drinks,144,OUT019,1985,Small,Tier 1,Grocery Store,
FDT59,13.65,Low Fat,0.03,Breads,232,OUT010,1998,NA,Tier 3,Grocery Store,
FDQ31,NA,Regular,0.09,Fruits and Vegetables,90,OUT019,1985,Small,Tier 1,Grocery Store,
FDS51,13.35,Low Fat,0.03,Meat,63,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDW32,NA,Regular,0.09,Fruits and Vegetables,87,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDI15,NA,Low Fat,0.14,Dairy,264,OUT027,1985,Medium,Tier 3,Supermarket Type3,
NCV30,20.2,Low Fat,0.07,Household,62,OUT017,2007,NA,Tier 2,Supermarket Type1,
DRG25,10.5,Low Fat,0.02,Soft Drinks,188,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDT02,12.6,Low Fat,0.02,Dairy,33,OUT013,1987,High,Tier 3,Supermarket Type1,
FDO33,NA,Low Fat,0.09,Snack Foods,114,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDP38,10.1,Low Fat,0.03,Canned,51,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDZ45,14.1,Low Fat,0.07,Snack Foods,198,OUT035,2004,Small,Tier 2,Supermarket Type1,
NCA54,NA,Low Fat,0.04,Household,180,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDU33,7.63,Regular,0.14,Snack Foods,45,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDN58,13.8,Regular,0.06,Snack Foods,234,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDI05,8.35,Regular,0.13,Frozen Foods,75,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDM57,NA,Regular,0.13,Snack Foods,82,OUT019,1985,Small,Tier 1,Grocery Store,
NCS42,NA,Low Fat,0.07,Household,90,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDB57,20.25,Regular,0.02,Fruits and Vegetables,222,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDC03,8.575,Regular,0.07,Dairy,196,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDZ58,17.85,Low Fat,0.05,Snack Foods,121,OUT013,1987,High,Tier 3,Supermarket Type1,
NCK29,5.615,Low Fat,0.13,Health and Hygiene,125,OUT045,2002,NA,Tier 2,Supermarket Type1,
NCR53,12.15,Low Fat,0.15,Health and Hygiene,225,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDE26,NA,Low Fat,0.09,Canned,145,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDU52,7.56,Low Fat,0.06,Frozen Foods,155,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDE41,NA,Regular,0.06,Frozen Foods,84,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDU38,10.8,Low Fat,0.08,Dairy,190,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDA52,16.2,Regular,0.13,Frozen Foods,176,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDW46,13,Regular,0.07,Snack Foods,66,OUT046,1997,Small,Tier 1,Supermarket Type1,
DRI59,9.5,Low Fat,0.00,Hard Drinks,225,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDT38,18.7,Low Fat,0.06,Dairy,85,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDL33,7.235,Low Fat,0.10,Snack Foods,197,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDQ01,NA,Regular,0.16,Canned,253,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDJ08,11.1,Low Fat,0.11,Fruits and Vegetables,191,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDQ47,7.155,Regular,0.17,Breads,36,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCZ18,7.825,Low Fat,0.19,Household,252,OUT013,1987,High,Tier 3,Supermarket Type1,
FDE29,8.905,Low Fat,0.14,Frozen Foods,60,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDF10,NA,Regular,0.16,Snack Foods,147,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDC48,9.195,Low Fat,0.02,Baking Goods,83,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDY58,11.65,Low Fat,0.04,Snack Foods,229,OUT013,1987,High,Tier 3,Supermarket Type1,
NCX30,16.7,Low Fat,0.00,Household,248,OUT010,1998,NA,Tier 3,Grocery Store,
FDV11,9.1,Regular,0.08,Breads,177,OUT013,1987,High,Tier 3,Supermarket Type1,
FDT46,11.35,Low Fat,0.03,Snack Foods,49,OUT046,1997,Small,Tier 1,Supermarket Type1,
DRD01,NA,Regular,0.11,Soft Drinks,56,OUT019,1985,Small,Tier 1,Grocery Store,
FDQ11,5.695,Regular,0.07,Breads,257,OUT013,1987,High,Tier 3,Supermarket Type1,
NCM41,16.5,Low Fat,0.04,Health and Hygiene,93,OUT017,2007,NA,Tier 2,Supermarket Type1,
NCC55,10.695,Low Fat,0.06,Household,36,OUT013,1987,High,Tier 3,Supermarket Type1,
FDG45,NA,Low Fat,0.13,Fruits and Vegetables,214,OUT027,1985,Medium,Tier 3,Supermarket Type3,
NCQ54,17.7,Low Fat,0.00,Household,168,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDM34,19,Low Fat,0.07,Snack Foods,130,OUT045,2002,NA,Tier 2,Supermarket Type1,
FDD17,NA,Low Fat,0.06,Frozen Foods,238,OUT019,1985,Small,Tier 1,Grocery Store,
FDN38,NA,Regular,0.09,Canned,250,OUT027,1985,Medium,Tier 3,Supermarket Type3,
FDB53,13.35,Low Fat,0.00,Frozen Foods,148,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCL06,14.65,Low Fat,0.07,Household,262,OUT035,2004,Small,Tier 2,Supermarket Type1,
NCV18,NA,Low Fat,0.18,Household,83,OUT019,1985,Small,Tier 1,Grocery Store,
FDX25,16.7,Low Fat,0.00,Canned,182,OUT013,1987,High,Tier 3,Supermarket Type1,
FDB39,11.6,Low Fat,0.04,Dairy,55,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDC33,8.96,Regular,0.07,Fruits and Vegetables,197,OUT049,1999,Medium,Tier 1,Supermarket Type1,
NCO14,9.6,Low Fat,0.03,Household,44,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDA58,NA,Low Fat,0.10,Snack Foods,237,OUT027,1985,Medium,Tier 3,Supermarket Type3,
NCQ02,12.6,Low Fat,0.01,Household,186,OUT017,2007,NA,Tier 2,Supermarket Type1,
NCR53,12.15,Low Fat,0.15,Health and Hygiene,227,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDN52,9.395,Regular,0.13,Frozen Foods,88,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDG26,18.85,Low Fat,0.04,Canned,257,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDE23,NA,Regular,0.05,Starchy Foods,47,OUT027,1985,Medium,Tier 3,Supermarket Type3,
DRI37,15.85,Low Fat,0.11,Soft Drinks,59,OUT013,1987,High,Tier 3,Supermarket Type1,
DRH37,17.6,Low Fat,0.04,Soft Drinks,166,OUT018,2009,Medium,Tier 3,Supermarket Type2,
FDO01,21.1,Regular,0.02,Breakfast,128,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDK45,11.65,Low Fat,0.03,Seafood,114,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDP23,6.71,Low Fat,0.04,Breads,218,OUT049,1999,Medium,Tier 1,Supermarket Type1,
FDM33,15.6,Low Fat,0.09,Snack Foods,220,OUT035,2004,Small,Tier 2,Supermarket Type1,
FDD36,13.3,Low Fat,0.02,Baking Goods,120,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDL56,14.1,Low Fat,0.13,Fruits and Vegetables,85,OUT017,2007,NA,Tier 2,Supermarket Type1,
FDT27,11.395,Regular,0.12,Meat,236,OUT010,1998,NA,Tier 3,Grocery Store,
FDG52,13.65,Low Fat,0.07,Frozen Foods,44,OUT017,2007,NA,Tier 2,Supermarket Type1,
NCL42,18.85,Low Fat,0.04,Household,244,OUT035,2004,Small,Tier 2,Supermarket Type1,
DRJ24,11.8,low fat,0.11,Soft Drinks,186,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDV38,19.25,Low Fat,0.10,Dairy,53,OUT046,1997,Small,Tier 1,Supermarket Type1,
FDT35,19.85,Regular,0.08,Breads,170,OUT045,2002,NA,Tier 2,Supermarket Type1,
